document_id,title,topic,crop,agro_zone,text,origin,source_url,license
doc_pos_004,What Aflasafe is and how it controls aflatoxin,post_harvest,maize,semi_arid,"Aflasafe is a biological control product used in Nigeria to reduce aflatoxin contamination in maize and groundnut. It contains four naturally occurring, non-toxin-producing strains of the fungus Aspergillus flavus that were selected because they compete well and are widely adapted across Nigeria's growing regions. When applied to a field, these harmless strains outcompete the toxin-producing strains of the same fungus, so grain harvested from treated fields ends up carrying mostly the safe strains instead of the ones that cause dangerous aflatoxin levels.","Bandyopadhyay, R., Atehnkeng, J., Ortega-Beltran, A., Akande, A., Falade, T.D.O., Cotty, P.J. (2019). ""Ground-Truthing"" Efficacy of Biological Control for Aflatoxin Mitigation in Farmers' Fields in Nigeria: From Field Trials to Commercial Usage, a 10-Year Study. Frontiers in Microbiology, 10:2528.",https://doi.org/10.3389/fmicb.2019.02528,CC-BY-4.0
doc_pos_005,How and when to apply Aflasafe in the field,post_harvest,maize,semi_arid,"Aflasafe is applied once per cropping season by uniformly broadcasting the coated sorghum-grain product by hand across the field at a rate of about ten kilograms per hectare, roughly two to three weeks before flowering. It should be applied to a normally managed, growing crop rather than after harvest, since the goal is for the beneficial fungus to establish in the field and be present on the crop before infection by toxin-producing strains can occur. Extension agents or trained field staff should supervise application to ensure even coverage and correct timing.","Bandyopadhyay, R., Atehnkeng, J., Ortega-Beltran, A., Akande, A., Falade, T.D.O., Cotty, P.J. (2019). ""Ground-Truthing"" Efficacy of Biological Control for Aflatoxin Mitigation in Farmers' Fields in Nigeria: From Field Trials to Commercial Usage, a 10-Year Study. Frontiers in Microbiology, 10:2528.",https://doi.org/10.3389/fmicb.2019.02528,CC-BY-4.0
doc_pos_006,How much Aflasafe lowers aflatoxin at harvest,post_harvest,maize,semi_arid,"Across ten years of field trials and commercial use in Nigeria, maize and groundnut treated with Aflasafe consistently had far less aflatoxin at harvest than untreated crops from nearby fields, with reductions commonly in the range of seventy to ninety-five percent depending on the year and how much aflatoxin pressure untreated crops faced. In most years, treated maize and groundnut met the strict European Union limit of four micrograms per kilogram far more often than untreated crops, and almost none of the treated crop exceeded the United States action level of twenty micrograms per kilogram.","Bandyopadhyay, R., Atehnkeng, J., Ortega-Beltran, A., Akande, A., Falade, T.D.O., Cotty, P.J. (2019). ""Ground-Truthing"" Efficacy of Biological Control for Aflatoxin Mitigation in Farmers' Fields in Nigeria: From Field Trials to Commercial Usage, a 10-Year Study. Frontiers in Microbiology, 10:2528.",https://doi.org/10.3389/fmicb.2019.02528,CC-BY-4.0
doc_pos_007,Aflasafe protection continues into storage,post_harvest,maize,semi_arid,"Aflasafe's benefit is not limited to the field: because the beneficial fungal strains become established on the crop before harvest, they continue to dominate over toxin producers if grain is stored under poor conditions that would otherwise favor fungal growth. In trials where maize and groundnut were deliberately subjected to simulated poor storage, aflatoxin levels in treated grain still rose far less than in untreated grain, with treated crops typically containing eighty to one hundred percent less aflatoxin than untreated crops after poor storage.","Bandyopadhyay, R., Atehnkeng, J., Ortega-Beltran, A., Akande, A., Falade, T.D.O., Cotty, P.J. (2019). ""Ground-Truthing"" Efficacy of Biological Control for Aflatoxin Mitigation in Farmers' Fields in Nigeria: From Field Trials to Commercial Usage, a 10-Year Study. Frontiers in Microbiology, 10:2528.",https://doi.org/10.3389/fmicb.2019.02528,CC-BY-4.0
doc_pos_008,Aflasafe needs yearly application and reduces risk variation,post_harvest,maize,semi_arid,"Aflasafe should be applied every cropping season rather than a single time, similar to how certified seed or fertiliser is applied each season, because consistent yearly use gives the most reliable long-term protection. A further benefit of regular use is that it makes aflatoxin levels across a harvest much more consistent from sample to sample; grain lots from untreated fields show far more variation in contamination, meaning that even a lot testing low on average may still contain a few very unsafe samples, a risk that treated lots avoid.","Bandyopadhyay, R., Atehnkeng, J., Ortega-Beltran, A., Akande, A., Falade, T.D.O., Cotty, P.J. (2019). ""Ground-Truthing"" Efficacy of Biological Control for Aflatoxin Mitigation in Farmers' Fields in Nigeria: From Field Trials to Commercial Usage, a 10-Year Study. Frontiers in Microbiology, 10:2528.",https://doi.org/10.3389/fmicb.2019.02528,CC-BY-4.0
doc_cli_004,How floods threaten food security in Nigeria,climate_adaptation,general,sub_humid,"Flooding, especially in the Niger Delta, Lagos, and other coastal areas, damages Nigeria's mostly rain-fed agriculture by destroying crops, eroding topsoil, and wrecking irrigation infrastructure. The 2012 floods, among the worst in Nigerian history, displaced over two million people and drowned hundreds of hectares of farmland, sharply cutting output of staple crops like rice, maize, and cassava while destroying fisheries and livestock. Floods also damage roads and market access, causing post-harvest losses for farmers who cannot get produce to market and driving up food prices for low-income households.","Akinkuolie, T.A., Ogunbode, T.O., Adekiya, A.O. (2025). Resilience to climate-induced food insecurity in Nigeria: a systematic review of the role of adaptation strategies in flood and drought mitigation. Frontiers in Sustainable Food Systems, 8:1490133.",https://doi.org/10.3389/fsufs.2024.1490133,CC-BY-4.0
doc_cli_005,How droughts threaten food security in northern Nigeria,climate_adaptation,general,semi_arid,"Droughts hit food security hardest in Nigeria's semi-arid northern regions, where farming depends mainly on rainfall. Extended dry spells deplete water for irrigation, lower soil moisture, and reduce yields of staple crops like millet, sorghum, and groundnuts that millions of Nigerians rely on. Droughts also cut livestock productivity and increase animal deaths from lack of water and poor pasture, which particularly harms pastoral communities in the north, and can intensify conflict between farmers and herders over scarce water and grazing land.","Akinkuolie, T.A., Ogunbode, T.O., Adekiya, A.O. (2025). Resilience to climate-induced food insecurity in Nigeria: a systematic review of the role of adaptation strategies in flood and drought mitigation. Frontiers in Sustainable Food Systems, 8:1490133.",https://doi.org/10.3389/fsufs.2024.1490133,CC-BY-4.0
doc_cli_006,Zai pits for drought adaptation,climate_adaptation,general,semi_arid,"Zai pits are small holes dug in a field before planting to collect and hold rainwater and organic matter around crops, and studies in northern Nigeria have shown they improve soil moisture retention and crop yields under drought-prone conditions. They are one of several traditional and low-cost water-harvesting techniques recommended for the semi-arid Sahel region of Nigeria, alongside drought-tolerant crop varieties and efficient irrigation such as solar-powered drip systems, to help smallholder farmers cope with erratic rainfall.","Akinkuolie, T.A., Ogunbode, T.O., Adekiya, A.O. (2025). Resilience to climate-induced food insecurity in Nigeria: a systematic review of the role of adaptation strategies in flood and drought mitigation. Frontiers in Sustainable Food Systems, 8:1490133.",https://doi.org/10.3389/fsufs.2024.1490133,CC-BY-4.0
doc_cli_008,Community-based early warning for floods and droughts,climate_adaptation,general,semi_arid,"Community-based early warning systems, where local climate information is gathered and shared at the community level, allow farmers to take timely action to protect crops and livelihoods ahead of floods or droughts. These systems work best when local communities are actively involved in designing and running them, since locally-tailored approaches address the specific vulnerabilities and capacities of each community rather than relying only on top-down national programmes.","Akinkuolie, T.A., Ogunbode, T.O., Adekiya, A.O. (2025). Resilience to climate-induced food insecurity in Nigeria: a systematic review of the role of adaptation strategies in flood and drought mitigation. Frontiers in Sustainable Food Systems, 8:1490133.",https://doi.org/10.3389/fsufs.2024.1490133,CC-BY-4.0
doc_cli_009,Climate-smart agriculture practices for Nigerian farmers,climate_adaptation,general,semi_arid,"Climate-smart agriculture combines practices that raise productivity, build resilience to climate shocks, and lower greenhouse gas emissions where possible. In Nigeria this includes conservation agriculture, which uses cover crops, crop rotation, and minimal soil disturbance to improve soil health, water retention, and yields; integrated soil fertility management, combining organic and inorganic fertilisers; and agroforestry, integrating trees and shrubs into farming systems to improve soil structure and biodiversity while adding resilience to climatic shocks.","Akinkuolie, T.A., Ogunbode, T.O., Adekiya, A.O. (2025). Resilience to climate-induced food insecurity in Nigeria: a systematic review of the role of adaptation strategies in flood and drought mitigation. Frontiers in Sustainable Food Systems, 8:1490133.",https://doi.org/10.3389/fsufs.2024.1490133,CC-BY-4.0
doc_cli_010,Drought-tolerant maize varieties reduce risk in dry years,climate_adaptation,maize,semi_arid,"Drought-tolerant maize varieties developed by the International Institute of Tropical Agriculture have been widely adopted in northern Nigeria and have been shown to yield more than standard varieties even in years with below-average rainfall. Adopting these varieties, particularly when combined with aligning planting dates to reliable rainfall onset, is highlighted as an important technological adaptation for reducing the risk of crop failure as drought frequency increases under climate change.","Akinkuolie, T.A., Ogunbode, T.O., Adekiya, A.O. (2025). Resilience to climate-induced food insecurity in Nigeria: a systematic review of the role of adaptation strategies in flood and drought mitigation. Frontiers in Sustainable Food Systems, 8:1490133.",https://doi.org/10.3389/fsufs.2024.1490133,CC-BY-4.0
doc_cli_011,Why credit access limits climate adaptation for smallholders,climate_adaptation,general,semi_arid,"A major barrier to smallholder farmers adopting climate-resilient technologies in Nigeria is limited access to credit: only around ten percent of smallholder farmers have access to formal credit, which restricts their ability to invest in tools such as solar-powered irrigation or drought-tolerant seed. Women farmers face additional barriers, since they often lack land ownership rights needed to secure credit, and limited access to agricultural extension services and climate information further slows the adoption of adaptive practices among both women and smallholders generally.","Akinkuolie, T.A., Ogunbode, T.O., Adekiya, A.O. (2025). Resilience to climate-induced food insecurity in Nigeria: a systematic review of the role of adaptation strategies in flood and drought mitigation. Frontiers in Sustainable Food Systems, 8:1490133.",https://doi.org/10.3389/fsufs.2024.1490133,CC-BY-4.0
doc_cli_012,Matching climate adaptation strategies to Nigeria's regions,climate_adaptation,general,semi_arid,"Because Nigeria's regions face different climate risks, adaptation strategies work best when tailored to local conditions. In the semi-arid Sahel region, drought-tolerant crop varieties, zai pits, and efficient irrigation are most relevant; in the flood-prone Niger Delta, flood-tolerant crops and community-based water management are the priority; and in the middle belt, a transition zone between arid and humid conditions, combined approaches such as conservation agriculture that address both drought and flood risk work best.","Akinkuolie, T.A., Ogunbode, T.O., Adekiya, A.O. (2025). Resilience to climate-induced food insecurity in Nigeria: a systematic review of the role of adaptation strategies in flood and drought mitigation. Frontiers in Sustainable Food Systems, 8:1490133.",https://doi.org/10.3389/fsufs.2024.1490133,CC-BY-4.0
doc_pos_009,Aflatoxin risk differs by crop in the Sahel,post_harvest,general,semi_arid,"A survey of maize, groundnut, and sorghum collected within one to two weeks of harvest across Burkina Faso, Mali, and Niger found aflatoxin contamination in all three crops, but maize and groundnut were far more contaminated than sorghum. Average total aflatoxin levels reached hundreds of micrograms per kilogram in maize and groundnut in some regions, well above the European Union's four microgram per kilogram limit and the United States' twenty microgram per kilogram action level, showing that even freshly harvested grain can already carry unsafe aflatoxin levels from pre-harvest contamination.","Falade, T.D.O., Neya, A., Bonkoungou, S., Dagno, K., Basso, A., Senghor, A.L., Atehnkeng, J., Ortega-Beltran, A., Bandyopadhyay, R. (2022). Aflatoxin Contamination of Maize, Groundnut, and Sorghum Grown in Burkina Faso, Mali, and Niger and Aflatoxin Exposure Assessment. Toxins, 14(10):700.",https://doi.org/10.3390/toxins14100700,CC-BY-4.0
doc_pos_010,Sorghum is less but not immune to aflatoxin risk,post_harvest,sorghum,semi_arid,"Sorghum is generally considered less susceptible to aflatoxin contamination than maize or groundnut, and this held true in the Sahel survey, where most sorghum samples had lower aflatoxin levels and a majority stayed under the strict European Union limit of four micrograms per kilogram. However, some sorghum samples still contained levels well above safe thresholds, particularly in Niger, showing that sorghum still needs aflatoxin management attention even though it is comparatively safer than maize and groundnut in the same growing region.","Falade, T.D.O., Neya, A., Bonkoungou, S., Dagno, K., Basso, A., Senghor, A.L., Atehnkeng, J., Ortega-Beltran, A., Bandyopadhyay, R. (2022). Aflatoxin Contamination of Maize, Groundnut, and Sorghum Grown in Burkina Faso, Mali, and Niger and Aflatoxin Exposure Assessment. Toxins, 14(10):700.",https://doi.org/10.3390/toxins14100700,CC-BY-4.0
doc_pos_011,Why grain gets contaminated before harvest in the Sahel,post_harvest,general,semi_arid,"Because samples were collected within one to two weeks of harvest, the high aflatoxin levels found indicate that contamination is occurring in the field before harvest, not just during storage, when fungal spores present in soil and crop debris infect the crop under favourable temperature and humidity conditions. Poor storage afterwards, including damp conditions and inadequate ventilation, can further raise aflatoxin levels, so integrated management addressing both pre-harvest field conditions and post-harvest drying and storage practices is needed to protect food safety.","Falade, T.D.O., Neya, A., Bonkoungou, S., Dagno, K., Basso, A., Senghor, A.L., Atehnkeng, J., Ortega-Beltran, A., Bandyopadhyay, R. (2022). Aflatoxin Contamination of Maize, Groundnut, and Sorghum Grown in Burkina Faso, Mali, and Niger and Aflatoxin Exposure Assessment. Toxins, 14(10):700.",https://doi.org/10.3390/toxins14100700,CC-BY-4.0
doc_soi_004,Most African farms are small and low-input,soil_health,general,semi_arid,"A continental field survey across thousands of agricultural sampling locations in Africa found that most farms are small, with well over half of fields being less than about two hectares. External input use was also low: crop residues were retained on only about a quarter of fields, manure was applied on under a fifth of fields, and inorganic fertiliser was used on only about a fifth of fields, confirming a widespread pattern of nutrient mining and low-input smallholder agriculture across the continent.","Mesele, S.A., Csorba, Á., Kempen, B., Steverink-Mosugu, M., Babatunde, A.B., Ouessar, M., Rozanov, A., Yameogo, P.L., Traore, M., Okoti, M., Micheli, E., Huising, E.J. (2026). A Continental-Scale Framework for Harmonised Soil Monitoring in African Agricultural Lands: Design, Implementation, and Baseline Field Observations from the Soils4Africa Project. Soil Systems, 10(7):79.",https://doi.org/10.3390/soilsystems10070079,CC-BY-4.0
doc_soi_005,Rainfed farming and weak soil and water conservation are widespread in Africa,soil_health,general,semi_arid,"The same continental soil survey found that ninety-four percent of sampled agricultural fields in Africa relied entirely on rainfall for water, with only about three percent irrigated, leaving most farms highly exposed to rainfall variability and climate shocks. Soil and water conservation measures such as vegetative barriers or structural works like bunds were absent on eighty-seven percent of fields, indicating that most African farmland lacks basic protection against erosion and water loss despite widespread vulnerability to land degradation.","Mesele, S.A., Csorba, Á., Kempen, B., Steverink-Mosugu, M., Babatunde, A.B., Ouessar, M., Rozanov, A., Yameogo, P.L., Traore, M., Okoti, M., Micheli, E., Huising, E.J. (2026). A Continental-Scale Framework for Harmonised Soil Monitoring in African Agricultural Lands: Design, Implementation, and Baseline Field Observations from the Soils4Africa Project. Soil Systems, 10(7):79.",https://doi.org/10.3390/soilsystems10070079,CC-BY-4.0
doc_soi_006,Common physical soil constraints found across African farmland,soil_health,general,semi_arid,"Field surveyors across Africa commonly recorded physical soil constraints including compaction, coarse fragments in the soil, shallow effective rooting depth, and subsoil barriers that restrict root growth even in soils that appear deep at the surface. Woody vegetation cover on farmland was also found to be extremely sparse, which reduces organic matter inputs to soil, weakens soil structure, and raises erosion risk; roughly a fifth of surveyed agricultural land showed visible evidence of active soil erosion.","Mesele, S.A., Csorba, Á., Kempen, B., Steverink-Mosugu, M., Babatunde, A.B., Ouessar, M., Rozanov, A., Yameogo, P.L., Traore, M., Okoti, M., Micheli, E., Huising, E.J. (2026). A Continental-Scale Framework for Harmonised Soil Monitoring in African Agricultural Lands: Design, Implementation, and Baseline Field Observations from the Soils4Africa Project. Soil Systems, 10(7):79.",https://doi.org/10.3390/soilsystems10070079,CC-BY-4.0
doc_pes_004,Cowpea aphid damage and control,pests,beans,semi_arid,"Cowpea aphid (Aphis craccivora) attacks seedlings in large colonies on the underside of leaves and can also feed on green pods of older plants. Heavy sap-sucking causes wilting, distorted leaves and shoots, premature bud shedding, and shriveled flowers and pods, with severe infestations killing the plant. Damage is worse during dry spells when aphid populations build up quickly, and aphids also spread several plant viruses. Resistant varieties are the cheapest control; insecticides such as Imidacloprid, Pirimicarb, Dimethoate, or Lambda-cyhalothrin are used when infestation is heavy.","Adamu, R.S., Okunade, S.O.. In: Ajeigbe H.A., Mohammed S.G., Adeosun J.O., Ihedioha D. (eds.) 2010. Farmers' Guide to Increased Productivity of Improved Legume-Cereal Cropping Systems in the Savannas of Nigeria. IITA, Ibadan, Nigeria.",https://biblio.iita.org/documents/U10ManFarmersAjeigbeNothomDev.pdf-19b066d7456bd23a491c9559fd70c962.pdf,IITA (all rights reserved; reproduce with permission)
doc_pes_005,Cowpea thrips damage and control,pests,beans,semi_arid,"Thrips (Megalurothrips sjostedti) feed on cowpea shoots and flower buds, causing distortion, drying, and shedding of flowers; they are also a vector of cowpea yellow mosaic virus. Populations are low during heavy rain but rise as the crop enters drier, later growth stages, and damage occurring before 42 days after planting rarely causes yield loss. Control options include intercropping cowpea with sorghum, millet, or cassava, planting resistant or early-maturing varieties, and insecticides such as cypermethrin or deltamethrin where infestation is severe.","Adamu, R.S., Okunade, S.O.. In: Ajeigbe H.A., Mohammed S.G., Adeosun J.O., Ihedioha D. (eds.) 2010. Farmers' Guide to Increased Productivity of Improved Legume-Cereal Cropping Systems in the Savannas of Nigeria. IITA, Ibadan, Nigeria.",https://biblio.iita.org/documents/U10ManFarmersAjeigbeNothomDev.pdf-19b066d7456bd23a491c9559fd70c962.pdf,IITA (all rights reserved; reproduce with permission)
doc_pes_006,Legume pod borer (Maruca) in cowpea,pests,beans,semi_arid,"The legume pod borer (Maruca vitrata) is a regular cowpea pest whose larvae bore into flowers and green pods, and uncontrolled infestation can cause up to seventy percent yield loss. Young larvae feed inside flowers and cause flower drop, while older larvae are more mobile and feed at night, sheltering in flowers, pods, and leaf debris by day; webbing on flowers and pods is a visible sign of attack. Planting early or extra-early varieties can help the crop escape peak infestation, and insecticidal control with cypermethrin, lambda-cyhalothrin, or dimethoate is the most effective measure once Maruca is present.","Adamu, R.S., Okunade, S.O.. In: Ajeigbe H.A., Mohammed S.G., Adeosun J.O., Ihedioha D. (eds.) 2010. Farmers' Guide to Increased Productivity of Improved Legume-Cereal Cropping Systems in the Savannas of Nigeria. IITA, Ibadan, Nigeria.",https://biblio.iita.org/documents/U10ManFarmersAjeigbeNothomDev.pdf-19b066d7456bd23a491c9559fd70c962.pdf,IITA (all rights reserved; reproduce with permission)
doc_pes_007,Pod sucking bug complex in cowpea,pests,beans,semi_arid,"A complex of pod sucking bugs, including Clavigralla tomentosicollis and related species, causes serious cowpea yield loss when populations are large. Both nymphs and adults suck sap from green pods, causing seed-coat dimpling, pod abortion or shedding, premature drying, and deformed, poorly filled seeds. Planting early or extra-early varieties helps the crop escape peak infestation, and a mixture of dimethoate and cypermethrin is the most effective insecticidal control once the pest is established.","Adamu, R.S., Okunade, S.O.. In: Ajeigbe H.A., Mohammed S.G., Adeosun J.O., Ihedioha D. (eds.) 2010. Farmers' Guide to Increased Productivity of Improved Legume-Cereal Cropping Systems in the Savannas of Nigeria. IITA, Ibadan, Nigeria.",https://biblio.iita.org/documents/U10ManFarmersAjeigbeNothomDev.pdf-19b066d7456bd23a491c9559fd70c962.pdf,IITA (all rights reserved; reproduce with permission)
doc_pes_008,Timing insecticide sprays for cowpea insect pests,pests,beans,semi_arid,"Cowpea spray timing is built around the crop's growth stages: a first spray thirty to thirty-five days after planting targets early thrips, aphids, and Maruca at bud initiation; a second spray at forty to forty-five days covers full bloom and early podding against thrips and Maruca; a third spray at fifty to sixty days protects the rapid pod-filling stage against Maruca and pod sucking bugs; and a fourth spray, if needed, at sixty-five to seventy-five days addresses heavy pod-sucking-bug pressure on medium-maturing varieties. Improved varieties typically need two to three sprays per season while local varieties may need up to four, and a single spray is most effective if applied at budding or flowering.","Adamu, R.S., Okunade, S.O.. In: Ajeigbe H.A., Mohammed S.G., Adeosun J.O., Ihedioha D. (eds.) 2010. Farmers' Guide to Increased Productivity of Improved Legume-Cereal Cropping Systems in the Savannas of Nigeria. IITA, Ibadan, Nigeria.",https://biblio.iita.org/documents/U10ManFarmersAjeigbeNothomDev.pdf-19b066d7456bd23a491c9559fd70c962.pdf,IITA (all rights reserved; reproduce with permission)
doc_pes_009,Maize stem borer damage and control,pests,maize,sub_humid,"Maize stem borer (Busseola fusca) is the most important maize pest in Nigeria's dry savanna, with larvae feeding on leaves and tunneling into young plants, sometimes killing the central leaves in a 'dead heart' pattern. In mature plants larvae bore into the main stem and later into tassels and cobs, and just one to two larvae per plant can cut yield by up to twenty-five percent. Control relies mainly on removing and burning damaged stems and cobs from the field and plowing in crop residues to kill larvae, since chemical control at this stage is difficult and costly.","Adamu, R.S., Okunade, S.O.. In: Ajeigbe H.A., Mohammed S.G., Adeosun J.O., Ihedioha D. (eds.) 2010. Farmers' Guide to Increased Productivity of Improved Legume-Cereal Cropping Systems in the Savannas of Nigeria. IITA, Ibadan, Nigeria.",https://biblio.iita.org/documents/U10ManFarmersAjeigbeNothomDev.pdf-19b066d7456bd23a491c9559fd70c962.pdf,IITA (all rights reserved; reproduce with permission)
doc_pes_010,Maize leaf hopper and streak virus,pests,maize,sub_humid,"Leaf hopper (Cicadulina mbila) pierces maize tissue to feed on sap and is the vector of maize streak virus; heavy feeding can wither the plant, and populations peak late in the growing season, making late-sown maize especially vulnerable. Recommended control is to plant early, burn infected plants promptly to remove virus sources, and spray carbaryl to reduce hopper numbers where infestation is heavy.","Adamu, R.S., Okunade, S.O.. In: Ajeigbe H.A., Mohammed S.G., Adeosun J.O., Ihedioha D. (eds.) 2010. Farmers' Guide to Increased Productivity of Improved Legume-Cereal Cropping Systems in the Savannas of Nigeria. IITA, Ibadan, Nigeria.",https://biblio.iita.org/documents/U10ManFarmersAjeigbeNothomDev.pdf-19b066d7456bd23a491c9559fd70c962.pdf,IITA (all rights reserved; reproduce with permission)
